discoveries	discoveries update
throw	ranged combat | killing floating eye | hitting {'x': 40, 'y': 4, 'known': 1498, 'first-known': 1486, 'glyph': 'e', 'color': 'blue', 'type': {'tags': {'amphibious', 'neuter', 'nolimbs', 'infravisible', 'hostile', 'telepathic', 'notake', 'nohead', 'fly'}, 'color': 'blue', 'ac': 9, 'speed': 1, 'difficulty': 2, 'resistances': set(), 'name': 'floating eye', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'telepathy'}, 'size': 'small', 'weight': 10, 'glyph': 'e', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'paralysis', 'dices': 0, 'sides': 70}], 'nutrition': 10, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False} | targetting leftover enemy {'x': 40, 'y': 4, 'known': 1498, 'first-known': 1486, 'glyph': 'e', 'color': 'blue', 'type': {'tags': {'amphibious', 'neuter', 'nolimbs', 'infravisible', 'hostile', 'telepathic', 'notake', 'nohead', 'fly'}, 'color': 'blue', 'ac': 9, 'speed': 1, 'difficulty': 2, 'resistances': set(), 'name': 'floating eye', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'telepathy'}, 'size': 'small', 'weight': 10, 'glyph': 'e', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'paralysis', 'dices': 0, 'sides': 70}], 'nutrition': 10, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False}
inventory	requested inventory update
throw	ranged combat | killing floating eye | hitting {'x': 40, 'y': 4, 'known': 1498, 'first-known': 1486, 'glyph': 'e', 'color': 'blue', 'type': {'tags': {'amphibious', 'neuter', 'nolimbs', 'infravisible', 'hostile', 'telepathic', 'notake', 'nohead', 'fly'}, 'color': 'blue', 'ac': 9, 'speed': 1, 'difficulty': 2, 'resistances': set(), 'name': 'floating eye', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'telepathy'}, 'size': 'small', 'weight': 10, 'glyph': 'e', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'paralysis', 'dices': 0, 'sides': 70}], 'nutrition': 10, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False} | targetting leftover enemy {'x': 40, 'y': 4, 'known': 1498, 'first-known': 1486, 'glyph': 'e', 'color': 'blue', 'type': {'tags': {'amphibious', 'neuter', 'nolimbs', 'infravisible', 'hostile', 'telepathic', 'notake', 'nohead', 'fly'}, 'color': 'blue', 'ac': 9, 'speed': 1, 'difficulty': 2, 'resistances': set(), 'name': 'floating eye', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'telepathy'}, 'size': 'small', 'weight': 10, 'glyph': 'e', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'paralysis', 'dices': 0, 'sides': 70}], 'nutrition': 10, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False}
inventory	requested inventory update
throw	ranged combat | killing floating eye | hitting {'x': 40, 'y': 4, 'known': 1499, 'first-known': 1486, 'glyph': 'e', 'color': 'blue', 'type': {'tags': {'amphibious', 'neuter', 'nolimbs', 'infravisible', 'hostile', 'telepathic', 'notake', 'nohead', 'fly'}, 'color': 'blue', 'ac': 9, 'speed': 1, 'difficulty': 2, 'resistances': set(), 'name': 'floating eye', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'telepathy'}, 'size': 'small', 'weight': 10, 'glyph': 'e', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'paralysis', 'dices': 0, 'sides': 70}], 'nutrition': 10, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False} | targetting leftover enemy {'x': 40, 'y': 4, 'known': 1499, 'first-known': 1486, 'glyph': 'e', 'color': 'blue', 'type': {'tags': {'amphibious', 'neuter', 'nolimbs', 'infravisible', 'hostile', 'telepathic', 'notake', 'nohead', 'fly'}, 'color': 'blue', 'ac': 9, 'speed': 1, 'difficulty': 2, 'resistances': set(), 'name': 'floating eye', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'telepathy'}, 'size': 'small', 'weight': 10, 'glyph': 'e', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'paralysis', 'dices': 0, 'sides': 70}], 'nutrition': 10, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'awake': True, 'fleeing': False}
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
look	examining tile {'x': 40, 'y': 4, 'glyph': '@', 'color': 'white', 'feature': 'floor', 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': ')', 'item-color': 'blue', 'first-walked': 1501, 'walked': 1501, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
look	examining tile {'x': 44, 'y': 4, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': False, 'tags': frozenset(), 'item-glyph': '`', 'item-color': 'white', 'first-walked': 1493, 'walked': 1646, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
throw	ranged combat | killing floating eye | hitting {'x': 43, 'y': 5, 'known': 1647, 'first-known': 1646, 'glyph': 'e', 'color': 'blue', 'type': {'tags': {'amphibious', 'neuter', 'nolimbs', 'infravisible', 'hostile', 'telepathic', 'notake', 'nohead', 'fly'}, 'color': 'blue', 'ac': 9, 'speed': 1, 'difficulty': 2, 'resistances': set(), 'name': 'floating eye', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'telepathy'}, 'size': 'small', 'weight': 10, 'glyph': 'e', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'paralysis', 'dices': 0, 'sides': 70}], 'nutrition': 10, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting leftover enemy {'x': 43, 'y': 5, 'known': 1647, 'first-known': 1646, 'glyph': 'e', 'color': 'blue', 'type': {'tags': {'amphibious', 'neuter', 'nolimbs', 'infravisible', 'hostile', 'telepathic', 'notake', 'nohead', 'fly'}, 'color': 'blue', 'ac': 9, 'speed': 1, 'difficulty': 2, 'resistances': set(), 'name': 'floating eye', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'telepathy'}, 'size': 'small', 'weight': 10, 'glyph': 'e', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'paralysis', 'dices': 0, 'sides': 70}], 'nutrition': 10, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
inventory	requested inventory update
throw	ranged combat | killing floating eye | hitting {'x': 43, 'y': 5, 'known': 1647, 'first-known': 1646, 'glyph': 'e', 'color': 'blue', 'type': {'tags': {'amphibious', 'neuter', 'nolimbs', 'infravisible', 'hostile', 'telepathic', 'notake', 'nohead', 'fly'}, 'color': 'blue', 'ac': 9, 'speed': 1, 'difficulty': 2, 'resistances': set(), 'name': 'floating eye', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'telepathy'}, 'size': 'small', 'weight': 10, 'glyph': 'e', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'paralysis', 'dices': 0, 'sides': 70}], 'nutrition': 10, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting leftover enemy {'x': 43, 'y': 5, 'known': 1647, 'first-known': 1646, 'glyph': 'e', 'color': 'blue', 'type': {'tags': {'amphibious', 'neuter', 'nolimbs', 'infravisible', 'hostile', 'telepathic', 'notake', 'nohead', 'fly'}, 'color': 'blue', 'ac': 9, 'speed': 1, 'difficulty': 2, 'resistances': set(), 'name': 'floating eye', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'telepathy'}, 'size': 'small', 'weight': 10, 'glyph': 'e', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'paralysis', 'dices': 0, 'sides': 70}], 'nutrition': 10, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
look	examining tile {'x': 43, 'y': 5, 'glyph': '@', 'color': 'white', 'feature': 'floor', 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [(1648, {'x': 43, 'y': 5, 'known': 1647, 'first-known': 1646, 'glyph': 'e', 'color': 'blue', 'type': {'tags': {'amphibious', 'neuter', 'nolimbs', 'infravisible', 'hostile', 'telepathic', 'notake', 'nohead', 'fly'}, 'color': 'blue', 'ac': 9, 'speed': 1, 'difficulty': 2, 'resistances': set(), 'name': 'floating eye', 'alignment': 0, 'mr': 10, 'resistances-conferred': {'telepathy'}, 'size': 'small', 'weight': 10, 'glyph': 'e', 'sounds': 'silent', 'attacks': [{'type': 'passive', 'damage-type': 'paralysis', 'dices': 0, 'sides': 70}], 'nutrition': 10, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None})], 'new-items': True, 'tags': frozenset(), 'item-glyph': ')', 'item-color': 'blue', 'first-walked': 1649, 'walked': 1649, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
look	examining tile {'x': 3, 'y': 5, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '!', 'item-color': 'brown', 'first-walked': 1714, 'walked': 1714, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
farlook	examining monster
look	examining tile {'x': 4, 'y': 14, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '[', 'item-color': 'cyan', 'first-walked': 1725, 'walked': 1725, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
farlook	examining monster
farlook	examining monster
farlook	examining monster
farlook	examining monster
wield	removing use of a | dropping junk
inventory	requested inventory update
look	examining tile {'x': 4, 'y': 15, 'glyph': '@', 'color': 'white', 'feature': None, 'seen': True, 'dug': False, 'searched': 0, 'items': [], 'deaths': [], 'new-items': True, 'tags': frozenset(), 'item-glyph': '?', 'item-color': 'white', 'first-walked': 1730, 'walked': 1730, 'engraving': None, 'engraving-type': None, 'room': None, 'thump': None}
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
repeated	waiting out impairment | impairment
repeated	waiting out impairment | impairment
move	hitting {'x': 5, 'y': 13, 'known': 1773, 'first-known': 1773, 'glyph': 'k', 'color': 'bright-blue', 'type': {'tags': {'omnivore', 'infravision', 'picks-magic-items', 'infravisible', 'hostile', 'poisonous', 'humanoid'}, 'color': 'bright-blue', 'ac': 6, 'speed': 6, 'difficulty': 2, 'resistances': {'poison'}, 'name': 'kobold shaman', 'alignment': -4, 'mr': 10, 'resistances-conferred': set(), 'size': 'small', 'weight': 450, 'glyph': 'k', 'sounds': 'grunt', 'attacks': [{'type': 'magic', 'damage-type': 'spell', 'dices': 0, 'sides': 0}], 'nutrition': 150, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False} | targetting enemy {'x': 5, 'y': 13, 'known': 1773, 'first-known': 1773, 'glyph': 'k', 'color': 'bright-blue', 'type': {'tags': {'omnivore', 'infravision', 'picks-magic-items', 'infravisible', 'hostile', 'poisonous', 'humanoid'}, 'color': 'bright-blue', 'ac': 6, 'speed': 6, 'difficulty': 2, 'resistances': {'poison'}, 'name': 'kobold shaman', 'alignment': -4, 'mr': 10, 'resistances-conferred': set(), 'size': 'small', 'weight': 450, 'glyph': 'k', 'sounds': 'grunt', 'attacks': [{'type': 'magic', 'damage-type': 'spell', 'dices': 0, 'sides': 0}], 'nutrition': 150, 'gen-flags': {'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False}
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
wield	removing use of a | dropping junk
inventory	requested inventory update
farlook	examining monster
move	hitting {'x': 47, 'y': 5, 'known': 1826, 'first-known': 1826, 'glyph': 'o', 'color': 'yellow', 'type': {'tags': {'humanoid', 'omnivore', 'infravision', 'picks-gold', 'strong', 'orc', 'infravisible', 'picks-jewels', 'collect'}, 'color': 'yellow', 'ac': 10, 'speed': 9, 'difficulty': 2, 'resistances': set(), 'name': 'hill orc', 'alignment': -4, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 1000, 'glyph': 'o', 'sounds': 'grunt', 'attacks': [{'type': 'weapon', 'damage-type': 'physical', 'dices': 1, 'sides': 6}], 'nutrition': 200, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None} | targetting enemy {'x': 47, 'y': 5, 'known': 1826, 'first-known': 1826, 'glyph': 'o', 'color': 'yellow', 'type': {'tags': {'humanoid', 'omnivore', 'infravision', 'picks-gold', 'strong', 'orc', 'infravisible', 'picks-jewels', 'collect'}, 'color': 'yellow', 'ac': 10, 'speed': 9, 'difficulty': 2, 'resistances': set(), 'name': 'hill orc', 'alignment': -4, 'mr': 0, 'resistances-conferred': set(), 'size': 'human', 'weight': 1000, 'glyph': 'o', 'sounds': 'grunt', 'attacks': [{'type': 'weapon', 'damage-type': 'physical', 'dices': 1, 'sides': 6}], 'nutrition': 200, 'gen-flags': {'lgroup', 'genocidable'}}, 'friendly': False, 'peaceful': False, 'remembered': False, 'fleeing': None}
